STA_SID,DEJANSKA_RABA,OB_MID,ID_TIP_STAVBE,LETO_IZG_STA,LETO_OBN_STREHE,LETO_OBN_FASADE,ID_KONSTRUKCIJE,ID_OGREVANJE,UPORABNA_POVRSINA,NETO_TLORIS,HEATED_AREA,ENOSTANOVANJSKE_STAVBE,VECSTANOVANJSKE_STAVBE,STANOVANJSKE_STAVBE_ZA_POSEBNE_NAMEN,JAVNA_UPRAVA,TURIZEM_NASTANITVENI_OBJEKTI,STAVBE_ZA_KULTURO,OBREDNE_STAVBE,STAVBE_ZA_IZOBRAZEVANJE,STAVBE_ZA_ZDRAVSTVENO_OSKRBO,SPORTNA_DVORANA,POKRIT_PROSTOR_ZA_SPORT_IN_PRIREDITVE,POKRIT_PLAVALNI_BAZEN,INDUSTRIJA,POSLOVNO_STORITVENI_SEKTOR,BENCINSKI_SERVIS,PROMETNA_INFRASTRUKTURA,GASILSKI_DOM,OSTALO,ADDRESS,NA_MID,PREDICTED_HEAT_m2,PREDICTED_HEAT_kWh,TEMP_DEFICIT,Naziv namen naprave,Naziv vrsta naprave,kW_m2_stevilo,INSTALLATION_YEAR,ELKO,ZP,UNP,BIOMASS,PELETI,SEKANCI,POLENA,NARAVNI_LES,HEAT_PUMP_AIR,HEAT_PUMP_GROUND,SOLAR_THERMAL,GEOTHERMAL,DISTRICT_HEAT,COAL,NA_FUEL,DATA_SOURCE,FINAL_ENERGY_m2,USEFUL_ENERGY_CLASS,FINAL_ENERGY_CLASS,card_number
10111126,Prostor za spravilo pridelka,11026630,samostoječa,2005,0,0,opeka,"ni ogrevanja, ",99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,,0,139.0,13846,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,15384,Ni vira,155,E,F,
10111127,Drug kmetijski del stavbe,11026630,samostoječa,1953,1979,1979,opeka,"drugo ogrevanje, ",149.3,149.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.3,,0,88.0,13287,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,14763,Ni vira,98,D,D,
10111128,Hlev,11026630,samostoječa,1976,1994,0,opeka,"ni ogrevanja, ",178.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,,0,88.0,15750,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,17500,Ni vira,98,D,D,
10111129,Prostor za spravilo pridelka,11026630,samostoječa,1850,1953,1953,kamen,"ni ogrevanja, ",70.6,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6,,0,103.0,7320,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,8133,Ni vira,115,D,E,
10111130,Drug kmetijski del stavbe,11026630,samostoječa,1966,0,0,les,"ni ogrevanja, ",100.9,100.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.9,,0,136.0,13799,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,15332,Ni vira,151,E,F,
10111131,Industrijski del stavbe,11026630,samostoječa,1965,0,0,"beton, železobeton","ni ogrevanja, ",200.2,200.2,200.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.2,0.0,0.0,0.0,0.0,0.0,,0,74.0,14977,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,16642,Ni vira,83,D,D,
10111133,Drug kmetijski del stavbe,11026630,samostoječa,1967,0,0,"beton, železobeton","ni ogrevanja, ",27.2,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,,0,225.0,6120,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,6800,Ni vira,250,G,G,
10111134,"Drug kmetijski del stavbe, 
 Stanovanje v samostoječi stavbi z enim stanovanjem",11026630,samostoječa,1958,0,0,"beton, železobeton","centralno ogrevanje, ",178.3,292.1,138.3,138.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Spodnji Brnik 62,10103266,55.0,16074,3500,Ogrevanje zraka,Centralna kurilna naprava - etažni kamin,12.0,2015.0,0,17100,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Plinski prikljucki,58,C,C,
10111137,Drug kmetijski del stavbe,11026630,samostoječa,1970,2002,0,opeka,"ni ogrevanja, ",67.7,67.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.7,,0,145.0,9854,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,10949,Ni vira,161,E,F,
10111138,Drug kmetijski del stavbe,11026630,samostoječa,1965,0,0,opeka,"centralno ogrevanje, ",66.3,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.3,,0,179.0,11888,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,13209,Ni vira,199,F,F,
10111139,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1956,0,0,opeka,"centralno ogrevanje, ",59.4,140.1,59.4,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 69,10103266,76.0,10755,3500,Ogrevanje in priprava sanitarne vode,Centralna standardna kurilna naprava,25.0,2000.0,11441,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Evidim,81,D,D,
10111140,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1974,2004,0,opeka,"centralno ogrevanje, ",147.3,258.6,147.3,147.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 90,10103266,56.0,14625,3500,Ogrevanje in priprava sanitarne vode,Centralna kurilna naprava - kotel,38.0,2015.0,0,0,0,0,0.0,0.0,0.0,15395.129736296247,0,0,0,0,0,0,0,Evidim,59,C,C,
10111141,Drug kmetijski del stavbe,11026630,samostoječa,1986,0,0,les,"ni ogrevanja, ",90.7,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7,,0,120.0,10952,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,12169,Ni vira,134,E,E,
10111142,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1981,2000,0,opeka,"centralno ogrevanje, ",163.4,274.5,163.4,163.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 42,10103266,60.0,16583,3500,Ogrevanje zraka,Lokalna kurilna naprava - štedilnik,8.0,1990.0,0,0,0,0,0.0,0.0,0.0,18025.733296610582,0,0,0,0,0,0,0,Evidim,65,C,D,
10111144,garaža,11026630,samostoječa,2000,0,0,opeka,"ni ogrevanja, ",40.6,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,,0,243.0,9897,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,10996,Ni vira,270,G,G,
10111146,Drug kmetijski del stavbe,11026630,samostoječa,1996,0,0,opeka,"ni ogrevanja, ",17.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,,0,208.0,3649,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,4054,Ni vira,231,F,G,
10111147,Prostor za pastoralno dejavnost,11026630,samostoječa,1972,0,0,opeka,"ni ogrevanja, ",49.2,49.2,49.2,0.0,0.0,0.0,0.0,0.0,0.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,225.0,11117,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,12352,Ni vira,251,G,G,
10111149,Bivalna enota v stavbi za posebne namene,11026630,samostoječa,1840,0,0,kamen,"centralno ogrevanje, ",120.8,168.4,120.8,0.0,0.0,120.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 41,10103266,64.0,10816,3500,Ogrevanje in priprava sanitarne vode,Centralna standardna kurilna naprava,35.0,1950.0,12153,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Evidim,72,D,D,
10111150,Prostor za spravilo pridelka,11026630,samostoječa,1920,1960,0,les,"ni ogrevanja, ",131.6,131.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.6,,0,91.0,12041,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,13379,Ni vira,101,D,D,
10111151,Prostor za spravilo pridelka,11026630,samostoječa,1970,0,0,kombinacija različnih materialov,"ni ogrevanja, ",102.7,102.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.7,,0,141.0,14542,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,16158,Ni vira,157,E,F,
10111154,"Stanovanje v krajni vrstni hiši z dvema stanovanjema, 
 prodajalna polizdelkov, 
 Stanovanje v samostoječi stavbi z dvema stanovanjema",11026630,samostoječa,1900,2012,2016,kombinacija različnih materialov,"centralno ogrevanje, ",242.8,389.4,242.8,0.0,206.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,Spodnji Brnik 40,10103266,60.0,23716,3500,Ogrevanje in priprava sanitarne vode,Centralna kurilna naprava - kotel,25.0,2004.0,0,0,0,0,0.0,0.0,0.0,25230.336871313448,0,0,0,0,0,0,0,Evidim,64,C,D,
10111156,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1920,1950,0,kamen,"drugo ogrevanje, ",69.1,101.0,69.1,69.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 39,10103266,91.0,9221,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,10246,Ni vira,101,D,D,
10111158,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1987,0,0,opeka,"centralno ogrevanje, ",173.7,375.2,173.7,173.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 96,10103266,46.0,17472,3500,Ogrevanje in priprava sanitarne vode,Centralna kurilna naprava - kotel,38.0,2008.0,0,0,0,0,0.0,0.0,0.0,18587.399240656752,0,0,0,0,0,0,0,Evidim,49,C,C,
10111160,Pokopališki del stavbe,11026630,samostoječa,1996,0,0,opeka,"drugo ogrevanje, ",65.1,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,141.0,9196,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,10217,Ni vira,156,E,F,
10111162,Drug kmetijski del stavbe,11026630,samostoječa,1968,0,0,opeka,"ni ogrevanja, ",91.7,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,,0,124.0,11451,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,12723,Ni vira,138,E,E,
10111164,Hlev,11026630,samostoječa,1973,0,0,opeka,"ni ogrevanja, ",109.9,109.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.9,,0,128.0,14093,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,15659,Ni vira,142,E,E,
10111166,"Stanovanje v samostoječi stavbi z enim stanovanjem, 
 Prostor za spravilo pridelka",11026630,samostoječa,1959,0,0,opeka,"centralno ogrevanje, ",117.1,295.7000000000001,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,Spodnji Brnik 70,10103266,57.0,17148,3500,Ogrevanje zraka,Lokalna kurilna naprava - štedilnik,10.0,1995.0,0,0,0,0,0.0,0.0,0.0,18639.79141557523,0,0,0,0,0,0,0,Evidim,63,C,D,
10111168,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1962,0,0,opeka,"drugo ogrevanje, ",52.4,86.7,52.4,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 71,10103266,78.0,6830,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,7589,Ni vira,87,D,D,
10111170,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1960,1981,2006,opeka,"centralno ogrevanje, ",46.2,133.7,46.2,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 72,10103266,90.0,12041,3500,Ogrevanje zraka,Lokalna kurilna naprava - štedilnik,10.0,1990.0,0,0,0,0,0.0,0.0,0.0,13088.153353398344,0,0,0,0,0,0,0,Evidim,97,D,D,
10111171,garaža,11026630,samostoječa,1976,2003,2006,opeka,"ni ogrevanja, ",40.3,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,,0,254.0,10244,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,11383,Ni vira,282,G,G,
10111172,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1967,0,0,opeka,"centralno ogrevanje, ",131.6,214.1,131.6,131.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 77,10103266,80.0,17335,3500,Ogrevanje in priprava sanitarne vode,Centralna kondenzacijska kurilna naprava,24.0,2017.0,0,18441,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Plinski prikljucki,86,D,D,
10111173,Nestavba,11026630,samostoječa,1978,0,0,opeka,"ni ogrevanja, ",8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0,255.0,2044,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,2272,Ni vira,284,G,G,
10111174,garaža,11026630,samostoječa,1997,0,0,les,"ni ogrevanja, ",22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0,235.0,5184,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,5761,Ni vira,261,G,G,
10111175,Drug kmetijski del stavbe,11026630,samostoječa,1968,0,0,les,"ni ogrevanja, ",18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,0,205.0,3704,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,4116,Ni vira,228,F,G,
10111176,Drug kmetijski del stavbe,11026630,samostoječa,1975,0,0,"beton, železobeton","ni ogrevanja, ",196.2,196.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.2,,0,80.0,15880,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,17645,Ni vira,89,D,D,
10111178,Drug kmetijski del stavbe,11026630,samostoječa,1963,0,0,opeka,"ni ogrevanja, ",89.4,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4,,0,117.0,10531,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,11701,Ni vira,130,E,E,
10111181,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1810,1958,1960,kamen,"drugo ogrevanje, ",55.6,108.9,55.6,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 38,10103266,60.0,6573,3500,,vgradnja kurilne naprave za centralno ogrevanje stanovanjske stavbe na lesno biomaso,20.0,2012,0,0,0,6919,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Eko sklad,63,C,D,
10111185,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1986,0,0,opeka,"centralno ogrevanje, ",90.9,231.2,90.9,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 94,10103266,55.0,12941,3500,,vgradnja toplotne črpalke za centralno ogrevanje stanovanjske stavbe,8.0,2019,0,0,0,0,0.0,0.0,0.0,0.0,12941,0,0,0,0,0,0,Eko sklad,55,C,C,
10111186,garaža,11026630,samostoječa,1996,0,0,les,"ni ogrevanja, ",20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,0,199.0,3991,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,4435,Ni vira,221,F,G,
10111187,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1920,1979,1993,kombinacija različnih materialov,"centralno ogrevanje, ",129.8,175.3,129.8,129.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 37,10103266,74.0,13118,3500,,"vgradnja kurilne naprave za centralno ogrevanje stanovanjske stavbe na lesno biomaso, 
 vgradnja toplotne črpalke za pripravo sanitarne tople vode in/ali centralno ogrevanje stanovanjske stavbe","20.0,  1.0",2014,0,0,0,6904,0.0,0.0,0.0,0.0,6559,0,0,0,0,0,0,Eko sklad,76,D,D,
10111188,Drug kmetijski del stavbe,11026630,samostoječa,1956,1997,0,les,"ni ogrevanja, ",97.5,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,,0,133.0,13040,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,14489,Ni vira,148,E,E,
10111190,Stanovanje v samostoječi stavbi z dvema stanovanjema,11026630,samostoječa,1967,2008,2010,kombinacija različnih materialov,"centralno ogrevanje, ",203.1,435.7000000000001,203.1,0.0,203.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 76,10103266,35.0,15600,3500,Ogrevanje in priprava sanitarne vode,Centralna standardna kurilna naprava,35.0,1990.0,16957,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Evidim,38,B2,C,
10111194,Drug kmetijski del stavbe,11026630,samostoječa,1950,0,0,opeka,"ni ogrevanja, ",29.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,,0,249.0,7361,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,8179,Ni vira,277,G,G,
10111197,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1986,2004,0,opeka,"centralno ogrevanje, ",202.0,328.2,202.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 36A,10103266,57.0,18940,3500,Ogrevanje in priprava sanitarne vode,Centralna kurilna naprava - kotel,35.0,2009.0,0,0,0,0,19937.16190909853,0.0,0.0,0.0,0,0,0,0,0,0,0,Evidim,60,C,C,
10111198,Industrijski del stavbe,11026630,samostoječa,1986,0,0,opeka,"centralno ogrevanje, ",83.9,83.9,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9,0.0,0.0,0.0,0.0,0.0,,0,121.0,10159,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,11288,Ni vira,134,E,E,
10111199,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1997,0,0,opeka,"centralno ogrevanje, ",90.2,214.8,90.2,90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 99,10103266,60.0,12957,3500,Ogrevanje in priprava sanitarne vode,Centralna standardna kurilna naprava,35.0,1991.0,14083,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Evidim,65,C,D,
10111205,Drug kmetijski del stavbe,11026630,samostoječa,1988,0,0,les,"ni ogrevanja, ",257.7,257.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.7,,0,86.0,22387,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,24874,Ni vira,96,D,D,
10111208,Prostor za spravilo pridelka,11026630,samostoječa,1972,0,0,kombinacija različnih materialov,"ni ogrevanja, ",86.2,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2,,0,119.0,10328,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,11475,Ni vira,133,E,E,
10111210,Stanovanje v samostoječi stavbi z enim stanovanjem,11026630,samostoječa,1962,1962,1966,opeka,"centralno ogrevanje, ",161.8,184.2,161.8,161.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 34,10103266,84.0,15477,3500,,,,,0,16465,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Plinski prikljucki,89,D,D,
10111211,Drug kmetijski del stavbe,11026630,krajna,1967,1975,0,opeka,"ni ogrevanja, ",84.3,84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3,,0,122.0,10284,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,11427,Ni vira,135,E,E,
10111213,Drug kmetijski del stavbe,11026630,samostoječa,1880,0,2000,opeka,"ni ogrevanja, ",16.8,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,,0,144.0,2421,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,2690,Ni vira,160,E,F,
10111214,Drug kmetijski del stavbe,11026630,samostoječa,1980,0,0,les,"ni ogrevanja, ",45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,0,240.0,10818,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,12020,Ni vira,267,G,G,
10111216,"Poslovni prostori, 
 Stanovanje v samostoječi stavbi z enim stanovanjem",11026630,samostoječa,1969,0,0,opeka,"centralno ogrevanje, ",174.8,258.0,174.8,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,0.0,0.0,0.0,0.0,Spodnji Brnik 81,10103266,68.0,17747,3500,Ogrevanje,Centralna standardna kurilna naprava,40.0,2000.0,0,18880,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Plinski prikljucki,73,D,D,
10111219,Industrijski del stavbe,11026630,samostoječa,1982,0,0,"beton, železobeton","drugo ogrevanje, ",214.2,214.2,214.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.2,0.0,0.0,0.0,0.0,0.0,,0,78.0,16748,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,18609,Ni vira,86,D,D,
10111221,Industrijski del stavbe,11026630,samostoječa,1995,0,0,"beton, železobeton","drugo ogrevanje, ",648.0,648.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,,0,107.0,69738,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,77487,Ni vira,119,E,E,
10111223,Drug kmetijski del stavbe,11026630,samostoječa,1998,0,0,"beton, železobeton","ni ogrevanja, ",359.1,359.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.1,,0,94.0,33829,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,37587,Ni vira,104,D,D,
10111227,Drug kmetijski del stavbe,11026630,samostoječa,1982,0,0,"beton, železobeton","ni ogrevanja, ",78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,,0,123.0,9614,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,10682,Ni vira,136,E,E,
10111229,"Stanovanje v samostoječi stavbi z enim stanovanjem, 
 Stanovanje v samostoječi stavbi z dvema stanovanjema",11026630,samostoječa,1992,0,0,opeka,"centralno ogrevanje, ",130.3,260.6,130.3,67.9,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spodnji Brnik 35,10103266,58.0,15320,3500,Ogrevanje in priprava sanitarne vode,Centralna kurilna naprava - kotel,30.0,2008.0,0,0,0,0,16298.409538657921,0.0,0.0,0.0,0,0,0,0,0,0,0,Evidim,62,C,D,
10111230,Drug kmetijski del stavbe,11026630,samostoječa,1985,0,0,opeka,"ni ogrevanja, ",39.5,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,,0,248.0,9821,3500,,,,,0,0,0,0,,,,,0,0,0,0,0,0,10912,Ni vira,276,G,G,
